participant,id,response,time,group,condition,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,stimulus_size,stimulus_price,confidence_on_semantic
20,tv_filler_3,5,2.341,2,unimodal,,acceptable,filler,tv,,,,,,,4
20,tv_filler_4,5,2.149,2,unimodal,,acceptable,filler,tv,,,,,,,4
20,tv_filler_5,5,1.685,2,unimodal,,acceptable,filler,tv,,,,,,,4
20,tv_filler_6,5,1.832,2,unimodal,,unacceptable,filler,tv,,,,,,,4
20,tv_filler_7,1,2.165,2,unimodal,,unacceptable,filler,tv,,,,,,,4
20,tv_filler_8,1,2.779,2,unimodal,,unacceptable,filler,tv,,,,,,,4
20,tv_filler_9,1,4.115,2,unimodal,,unacceptable,filler,tv,,,,,,,4
20,tv_filler_10,5,1.738,2,unimodal,,acceptable,filler,tv,,,,,,,4
20,ch_filler_1,5,5.879,2,bimodal,,questionable,filler,couch,,,,,,,5
20,ch_filler_2,5,2.084,2,bimodal,,acceptable,filler,couch,,,,,,,5
20,ch_filler_3,5,1.872,2,bimodal,,acceptable,filler,couch,,,,,,,5
20,ch_filler_4,4,2.271,2,bimodal,,questionable,filler,couch,,,,,,,5
20,ch_filler_5,1,2.494,2,bimodal,,questionable,filler,couch,,,,,,,5
20,ch_filler_6,4,1.739,2,bimodal,,acceptable,filler,couch,,,,,,,5
20,ch_filler_7,1,1.473,2,bimodal,,unacceptable,filler,couch,,,,,,,5
20,ch_filler_8,1,2.531,2,bimodal,,unacceptable,filler,couch,,,,,,,5
20,ch_filler_9,5,3.071,2,bimodal,,acceptable,filler,couch,,,,,,,5
20,ch_filler_10,1,2.372,2,bimodal,,unacceptable,filler,couch,,,,,,,5
21,tv_test_1,4,1.681,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5
21,tv_test_2,3,1.427,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5
21,tv_test_3,4,1.251,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5
21,tv_test_4,4,1.868,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5
21,tv_test_5,3,2.27,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5
21,tv_test_6,4,1.339,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5
21,tv_test_7,4,1.958,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5
21,tv_test_8,5,2.465,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5
21,ch_test_1,4,2.469,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,4
21,ch_test_2,4,1.34,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,4
21,ch_test_3,3,2.827,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,4
21,ch_test_4,4,1.277,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,4
21,ch_test_5,4,1.387,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,4
21,ch_test_6,3,1.75,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,4
21,ch_test_7,4,2.063,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4
21,ch_test_8,5,1.109,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4
21,tv_filler_1,5,2.564,1,bimodal,,questionable,filler,tv,,,,,,,5
21,tv_filler_2,2,5.348,1,bimodal,,questionable,filler,tv,,,,,,,5
21,tv_filler_3,4,1.283,1,bimodal,,acceptable,filler,tv,,,,,,,5
21,tv_filler_4,4,1.95,1,bimodal,,acceptable,filler,tv,,,,,,,5
21,tv_filler_5,4,1.172,1,bimodal,,acceptable,filler,tv,,,,,,,5
21,tv_filler_6,1,1.081,1,bimodal,,unacceptable,filler,tv,,,,,,,5
21,tv_filler_7,1,2.177,1,bimodal,,unacceptable,filler,tv,,,,,,,5
21,tv_filler_8,1,1.643,1,bimodal,,unacceptable,filler,tv,,,,,,,5
21,tv_filler_9,1,2.573,1,bimodal,,unacceptable,filler,tv,,,,,,,5
21,tv_filler_10,5,2.1,1,bimodal,,acceptable,filler,tv,,,,,,,5
21,ch_filler_1,5,1.887,1,unimodal,,questionable,filler,couch,,,,,,,4
21,ch_filler_2,5,1.218,1,unimodal,,acceptable,filler,couch,,,,,,,4
21,ch_filler_3,4,2.081,1,unimodal,,acceptable,filler,couch,,,,,,,4
21,ch_filler_4,4,2.387,1,unimodal,,questionable,filler,couch,,,,,,,4
21,ch_filler_5,3,1.639,1,unimodal,,questionable,filler,couch,,,,,,,4
21,ch_filler_6,5,1.685,1,unimodal,,acceptable,filler,couch,,,,,,,4
21,ch_filler_7,1,1.323,1,unimodal,,unacceptable,filler,couch,,,,,,,4
21,ch_filler_8,1,1.258,1,unimodal,,unacceptable,filler,couch,,,,,,,4
21,ch_filler_9,5,1.431,1,unimodal,,acceptable,filler,couch,,,,,,,4
21,ch_filler_10,1,2.04,1,unimodal,,unacceptable,filler,couch,,,,,,,4
23,tv_test_1,4,4.307,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,4
23,tv_test_2,4,4.068,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,4
23,tv_test_3,1,3.789,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,4
23,tv_test_4,1,1.269,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,4
23,tv_test_5,4,4.319,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,4
23,tv_test_6,3,2.381,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,4
23,tv_test_7,5,4.825,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,4
23,tv_test_8,4,4.153,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,4
23,ch_test_1,3,5.101,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,4
23,ch_test_2,5,5.467,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,4
23,ch_test_3,3,2.073,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,4
23,ch_test_4,5,4.852,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,4
23,ch_test_5,5,1.791,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,4
23,ch_test_6,3,5.14,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,4
23,ch_test_7,5,1.647,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4
23,ch_test_8,5,3.284,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4
23,tv_filler_1,5,6.589,2,unimodal,,questionable,filler,tv,,,,,,,4
23,tv_filler_2,2,3.301,2,unimodal,,questionable,filler,tv,,,,,,,4
23,tv_filler_3,5,3.356,2,unimodal,,acceptable,filler,tv,,,,,,,4
23,tv_filler_4,5,1.959,2,unimodal,,acceptable,filler,tv,,,,,,,4
23,tv_filler_5,5,1.889,2,unimodal,,acceptable,filler,tv,,,,,,,4
23,tv_filler_6,1,1.187,2,unimodal,,unacceptable,filler,tv,,,,,,,4
23,tv_filler_7,1,3.496,2,unimodal,,unacceptable,filler,tv,,,,,,,4
23,tv_filler_8,1,1.257,2,unimodal,,unacceptable,filler,tv,,,,,,,4
23,tv_filler_9,1,2.901,2,unimodal,,unacceptable,filler,tv,,,,,,,4
23,tv_filler_10,5,1.333,2,unimodal,,acceptable,filler,tv,,,,,,,4
23,ch_filler_1,5,1.979,2,bimodal,,questionable,filler,couch,,,,,,,4
23,ch_filler_2,5,1.174,2,bimodal,,acceptable,filler,couch,,,,,,,4
23,ch_filler_3,5,1.586,2,bimodal,,acceptable,filler,couch,,,,,,,4
23,ch_filler_4,4,2.521,2,bimodal,,questionable,filler,couch,,,,,,,4
23,ch_filler_5,3,3.445,2,bimodal,,questionable,filler,couch,,,,,,,4
23,ch_filler_6,5,2.145,2,bimodal,,acceptable,filler,couch,,,,,,,4
23,ch_filler_7,2,3.023,2,bimodal,,unacceptable,filler,couch,,,,,,,4
23,ch_filler_8,1,1.586,2,bimodal,,unacceptable,filler,couch,,,,,,,4
23,ch_filler_9,5,2.167,2,bimodal,,acceptable,filler,couch,,,,,,,4
23,ch_filler_10,1,3.492,2,bimodal,,unacceptable,filler,couch,,,,,,,4
24,tv_test_1,4,2.469,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,3
24,tv_test_2,4,3.53,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,3
24,tv_test_3,3,1.637,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,3
24,tv_test_4,3,8.551,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,3
24,tv_test_5,3,2.583,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,3
24,tv_test_6,3,2.651,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,3
24,tv_test_7,4,1.505,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,3
24,tv_test_8,4,2.385,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,3
24,ch_test_1,2,3.078,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5
24,ch_test_2,4,1.954,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5
24,ch_test_3,3,1.971,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,5
24,ch_test_4,3,1.751,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,5
24,ch_test_5,5,2.2,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5
24,ch_test_6,4,3.896,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5
24,ch_test_7,5,1.565,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5
24,ch_test_8,2,1.456,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5
24,tv_filler_1,4,2.184,1,bimodal,,questionable,filler,tv,,,,,,,3
24,tv_filler_2,2,3.583,1,bimodal,,questionable,filler,tv,,,,,,,3
24,tv_filler_3,4,2.386,1,bimodal,,acceptable,filler,tv,,,,,,,3
24,tv_filler_4,5,1.634,1,bimodal,,acceptable,filler,tv,,,,,,,3
24,tv_filler_5,4,1.759,1,bimodal,,acceptable,filler,tv,,,,,,,3
24,tv_filler_6,1,0.947,1,bimodal,,unacceptable,filler,tv,,,,,,,3
24,tv_filler_7,1,1.411,1,bimodal,,unacceptable,filler,tv,,,,,,,3
24,tv_filler_8,1,1.32,1,bimodal,,unacceptable,filler,tv,,,,,,,3
24,tv_filler_9,1,1.864,1,bimodal,,unacceptable,filler,tv,,,,,,,3
24,tv_filler_10,4,2.399,1,bimodal,,acceptable,filler,tv,,,,,,,3
24,ch_filler_1,5,1.492,1,unimodal,,questionable,filler,couch,,,,,,,5
24,ch_filler_2,4,5.107,1,unimodal,,acceptable,filler,couch,,,,,,,5
24,ch_filler_3,5,2.173,1,unimodal,,acceptable,filler,couch,,,,,,,5
24,ch_filler_4,2,3.317,1,unimodal,,questionable,filler,couch,,,,,,,5
24,ch_filler_5,3,6.808,1,unimodal,,questionable,filler,couch,,,,,,,5
24,ch_filler_6,5,1.492,1,unimodal,,acceptable,filler,couch,,,,,,,5
24,ch_filler_7,1,2.163,1,unimodal,,unacceptable,filler,couch,,,,,,,5
24,ch_filler_8,1,1.373,1,unimodal,,unacceptable,filler,couch,,,,,,,5
24,ch_filler_9,5,2.022,1,unimodal,,acceptable,filler,couch,,,,,,,5
24,ch_filler_10,5,5.652,1,unimodal,,unacceptable,filler,couch,,,,,,,5
26,tv_test_1,5,1.855,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5
26,tv_test_2,4,6.798,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5
26,tv_test_3,3,5.575,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5
26,tv_test_4,5,2.584,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5
26,tv_test_5,4,5.265,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5
26,tv_test_6,4,2.718,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5
26,tv_test_7,4,5.91,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5
26,tv_test_8,3,4.043,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5
26,ch_test_1,4,2.576,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,3
26,ch_test_2,4,2.495,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,3
26,ch_test_3,2,3.458,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,3
26,ch_test_4,5,2.734,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,3
26,ch_test_5,4,3.513,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,3
26,ch_test_6,4,2.555,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,3
26,ch_test_7,4,2.256,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,3
26,ch_test_8,4,2.565,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,3
26,tv_filler_1,3,4.413,1,bimodal,,questionable,filler,tv,,,,,,,5
26,tv_filler_2,2,5.897,1,bimodal,,questionable,filler,tv,,,,,,,5
26,tv_filler_3,3,5.853,1,bimodal,,acceptable,filler,tv,,,,,,,5
26,tv_filler_4,5,3.868,1,bimodal,,acceptable,filler,tv,,,,,,,5
26,tv_filler_5,5,3.714,1,bimodal,,acceptable,filler,tv,,,,,,,5
26,tv_filler_6,2,3.073,1,bimodal,,unacceptable,filler,tv,,,,,,,5
26,tv_filler_7,2,5.18,1,bimodal,,unacceptable,filler,tv,,,,,,,5
26,tv_filler_8,2,5.596,1,bimodal,,unacceptable,filler,tv,,,,,,,5
26,tv_filler_9,1,8.474,1,bimodal,,unacceptable,filler,tv,,,,,,,5
26,tv_filler_10,5,2.751,1,bimodal,,acceptable,filler,tv,,,,,,,5
26,ch_filler_1,5,2.927,1,unimodal,,questionable,filler,couch,,,,,,,3
26,ch_filler_2,5,2.27,1,unimodal,,acceptable,filler,couch,,,,,,,3
26,ch_filler_3,5,3.394,1,unimodal,,acceptable,filler,couch,,,,,,,3
26,ch_filler_4,3,2.95,1,unimodal,,questionable,filler,couch,,,,,,,3
26,ch_filler_5,2,2.885,1,unimodal,,questionable,filler,couch,,,,,,,3
26,ch_filler_6,5,1.748,1,unimodal,,acceptable,filler,couch,,,,,,,3
26,ch_filler_7,1,2.145,1,unimodal,,unacceptable,filler,couch,,,,,,,3
26,ch_filler_8,1,3.24,1,unimodal,,unacceptable,filler,couch,,,,,,,3
26,ch_filler_9,5,2.776,1,unimodal,,acceptable,filler,couch,,,,,,,3
26,ch_filler_10,2,5.335,1,unimodal,,unacceptable,filler,couch,,,,,,,3
27,tv_test_1,5,3.459,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5
27,tv_test_2,4,2.424,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5
27,tv_test_3,4,2.202,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5
27,tv_test_4,4,10.072,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5
27,tv_test_5,5,2.222,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5
27,tv_test_6,1,2.334,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5
27,tv_test_7,5,1.825,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5
27,tv_test_8,3,3.149,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5
27,ch_test_1,5,4.832,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,5
27,ch_test_2,5,3.586,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,5
27,ch_test_3,2,12.837,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,5
27,ch_test_4,5,1.918,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,5
27,ch_test_5,5,2.125,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,5
27,ch_test_6,4,2.06,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,5
27,ch_test_7,4,20.289,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,5
27,ch_test_8,5,4.115,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,5
27,tv_filler_1,5,3.278,2,unimodal,,questionable,filler,tv,,,,,,,5
27,tv_filler_2,2,6.104,2,unimodal,,questionable,filler,tv,,,,,,,5
27,tv_filler_3,4,2.146,2,unimodal,,acceptable,filler,tv,,,,,,,5
27,tv_filler_4,5,1.722,2,unimodal,,acceptable,filler,tv,,,,,,,5
27,tv_filler_5,5,1.685,2,unimodal,,acceptable,filler,tv,,,,,,,5
27,tv_filler_6,1,1.813,2,unimodal,,unacceptable,filler,tv,,,,,,,5
27,tv_filler_7,1,1.929,2,unimodal,,unacceptable,filler,tv,,,,,,,5
27,tv_filler_8,1,1.816,2,unimodal,,unacceptable,filler,tv,,,,,,,5
27,tv_filler_9,1,3.384,2,unimodal,,unacceptable,filler,tv,,,,,,,5
27,tv_filler_10,5,1.58,2,unimodal,,acceptable,filler,tv,,,,,,,5
27,ch_filler_1,5,6.65,2,bimodal,,questionable,filler,couch,,,,,,,5
27,ch_filler_2,5,1.501,2,bimodal,,acceptable,filler,couch,,,,,,,5
27,ch_filler_3,5,4.6,2,bimodal,,acceptable,filler,couch,,,,,,,5
27,ch_filler_4,5,2.191,2,bimodal,,questionable,filler,couch,,,,,,,5
27,ch_filler_5,4,8.011,2,bimodal,,questionable,filler,couch,,,,,,,5
27,ch_filler_6,5,2.166,2,bimodal,,acceptable,filler,couch,,,,,,,5
27,ch_filler_7,1,9.442,2,bimodal,,unacceptable,filler,couch,,,,,,,5
27,ch_filler_8,1,2.306,2,bimodal,,unacceptable,filler,couch,,,,,,,5
27,ch_filler_9,5,4.746,2,bimodal,,acceptable,filler,couch,,,,,,,5
27,ch_filler_10,5,1.578,2,bimodal,,unacceptable,filler,couch,,,,,,,5
28,tv_test_1,5,5.886,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5
28,tv_test_2,5,2.831,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5
28,tv_test_3,5,2.949,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5
28,tv_test_4,4,1.99,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5
28,tv_test_5,5,4.371,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5
28,tv_test_6,4,4.474,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5
28,tv_test_7,5,4.001,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5
28,tv_test_8,4,7.327,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5
28,ch_test_1,4,2.901,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,4
28,ch_test_2,5,1.808,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,4
28,ch_test_3,5,2.028,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,4
28,ch_test_4,5,2.151,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,4
28,ch_test_5,5,2.28,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,4
28,ch_test_6,5,2.257,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,4
28,ch_test_7,5,2.1,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4
28,ch_test_8,5,2.437,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4
28,tv_filler_1,3,3.6,1,bimodal,,questionable,filler,tv,,,,,,,5
28,tv_filler_2,2,3.888,1,bimodal,,questionable,filler,tv,,,,,,,5
28,tv_filler_3,5,3.728,1,bimodal,,acceptable,filler,tv,,,,,,,5
28,tv_filler_4,5,3.404,1,bimodal,,acceptable,filler,tv,,,,,,,5
28,tv_filler_5,5,3.35,1,bimodal,,acceptable,filler,tv,,,,,,,5
28,tv_filler_6,1,2.206,1,bimodal,,unacceptable,filler,tv,,,,,,,5
28,tv_filler_7,2,3.802,1,bimodal,,unacceptable,filler,tv,,,,,,,5
28,tv_filler_8,1,2.864,1,bimodal,,unacceptable,filler,tv,,,,,,,5
28,tv_filler_9,1,6.014,1,bimodal,,unacceptable,filler,tv,,,,,,,5
28,tv_filler_10,5,3.754,1,bimodal,,acceptable,filler,tv,,,,,,,5
28,ch_filler_1,5,2.649,1,unimodal,,questionable,filler,couch,,,,,,,4
28,ch_filler_2,5,3.154,1,unimodal,,acceptable,filler,couch,,,,,,,4
28,ch_filler_3,5,1.716,1,unimodal,,acceptable,filler,couch,,,,,,,4
28,ch_filler_4,4,3.394,1,unimodal,,questionable,filler,couch,,,,,,,4
28,ch_filler_5,3,2.594,1,unimodal,,questionable,filler,couch,,,,,,,4
28,ch_filler_6,5,1.702,1,unimodal,,acceptable,filler,couch,,,,,,,4
28,ch_filler_7,1,2.406,1,unimodal,,unacceptable,filler,couch,,,,,,,4
28,ch_filler_8,5,2.557,1,unimodal,,unacceptable,filler,couch,,,,,,,4
28,ch_filler_9,5,3.755,1,unimodal,,acceptable,filler,couch,,,,,,,4
28,ch_filler_10,1,2.362,1,unimodal,,unacceptable,filler,couch,,,,,,,4
29,tv_test_1,4,4.738,2,unimodal,big expensive,,test,tv,big,expensive,scalar,first,,,4
29,tv_test_2,4,3.033,2,unimodal,expensive big,,test,tv,big,expensive,scalar,second,,,4
29,tv_test_3,4,2.56,2,unimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,4
29,tv_test_4,4,1.841,2,unimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,4
29,tv_test_5,5,2.738,2,unimodal,big cheap,,test,tv,big,cheap,scalar,first,,,4
29,tv_test_6,3,3.484,2,unimodal,cheap big,,test,tv,big,cheap,scalar,second,,,4
29,tv_test_7,4,3.964,2,unimodal,big discounted,,test,tv,big,discounted,absolute,first,,,4
29,tv_test_8,4,3.382,2,unimodal,discounted big,,test,tv,big,discounted,absolute,second,,,4
29,ch_test_1,5,2.544,2,bimodal,long expensive,,test,couch,long,expensive,scalar,first,,,4
29,ch_test_2,5,1.72,2,bimodal,expensive long,,test,couch,long,expensive,scalar,second,,,4
29,ch_test_3,2,3.421,2,bimodal,leather long,,test,couch,long,leather,absolute,second,,,4
29,ch_test_4,5,1.935,2,bimodal,long leather,,test,couch,long,leather,absolute,first,,,4
29,ch_test_5,4,1.899,2,bimodal,cheap long,,test,couch,long,cheap,scalar,second,,,4
29,ch_test_6,5,2.157,2,bimodal,long cheap,,test,couch,long,cheap,scalar,first,,,4
29,ch_test_7,5,3.446,2,bimodal,discounted long,,test,couch,long,discounted,absolute,second,,,4
29,ch_test_8,4,2.882,2,bimodal,long discounted,,test,couch,long,discounted,absolute,first,,,4
29,tv_filler_1,4,19.536,2,unimodal,,questionable,filler,tv,,,,,,,4
29,tv_filler_2,1,2.74,2,unimodal,,questionable,filler,tv,,,,,,,4
29,tv_filler_3,5,3.282,2,unimodal,,acceptable,filler,tv,,,,,,,4
29,tv_filler_4,5,2.959,2,unimodal,,acceptable,filler,tv,,,,,,,4
29,tv_filler_5,5,2.221,2,unimodal,,acceptable,filler,tv,,,,,,,4
29,tv_filler_6,1,2.225,2,unimodal,,unacceptable,filler,tv,,,,,,,4
29,tv_filler_7,1,2.093,2,unimodal,,unacceptable,filler,tv,,,,,,,4
29,tv_filler_8,1,1.977,2,unimodal,,unacceptable,filler,tv,,,,,,,4
29,tv_filler_9,1,2.619,2,unimodal,,unacceptable,filler,tv,,,,,,,4
29,tv_filler_10,5,2.373,2,unimodal,,acceptable,filler,tv,,,,,,,4
29,ch_filler_1,4,2.019,2,bimodal,,questionable,filler,couch,,,,,,,4
29,ch_filler_2,5,2.435,2,bimodal,,acceptable,filler,couch,,,,,,,4
29,ch_filler_3,5,2.839,2,bimodal,,acceptable,filler,couch,,,,,,,4
29,ch_filler_4,5,1.771,2,bimodal,,questionable,filler,couch,,,,,,,4
29,ch_filler_5,4,2.811,2,bimodal,,questionable,filler,couch,,,,,,,4
29,ch_filler_6,5,2.246,2,bimodal,,acceptable,filler,couch,,,,,,,4
29,ch_filler_7,1,2.748,2,bimodal,,unacceptable,filler,couch,,,,,,,4
29,ch_filler_8,1,1.85,2,bimodal,,unacceptable,filler,couch,,,,,,,4
29,ch_filler_9,5,2.362,2,bimodal,,acceptable,filler,couch,,,,,,,4
29,ch_filler_10,1,3.226,2,bimodal,,unacceptable,filler,couch,,,,,,,4
30,tv_test_1,5,2.52,1,bimodal,big expensive,,test,tv,big,expensive,scalar,first,,,5
30,tv_test_2,2,9.299,1,bimodal,expensive big,,test,tv,big,expensive,scalar,second,,,5
30,tv_test_3,2,5.863,1,bimodal,refurbished big,,test,tv,big,refurbished,absolute,second,,,5
30,tv_test_4,5,4.702,1,bimodal,big refurbished,,test,tv,big,refurbished,absolute,first,,,5
30,tv_test_5,5,3.281,1,bimodal,big cheap,,test,tv,big,cheap,scalar,first,,,5
30,tv_test_6,1,3.022,1,bimodal,cheap big,,test,tv,big,cheap,scalar,second,,,5
30,tv_test_7,5,2.284,1,bimodal,big discounted,,test,tv,big,discounted,absolute,first,,,5
30,tv_test_8,4,6.073,1,bimodal,discounted big,,test,tv,big,discounted,absolute,second,,,5
30,ch_test_1,5,2.937,1,unimodal,long expensive,,test,couch,long,expensive,scalar,first,,,3
30,ch_test_2,4,5.55,1,unimodal,expensive long,,test,couch,long,expensive,scalar,second,,,3
30,ch_test_3,1,3.868,1,unimodal,leather long,,test,couch,long,leather,absolute,second,,,3
30,ch_test_4,5,3.776,1,unimodal,long leather,,test,couch,long,leather,absolute,first,,,3
30,ch_test_5,5,4.647,1,unimodal,cheap long,,test,couch,long,cheap,scalar,second,,,3
30,ch_test_6,3,9.432,1,unimodal,long cheap,,test,couch,long,cheap,scalar,first,,,3
30,ch_test_7,5,4.783,1,unimodal,discounted long,,test,couch,long,discounted,absolute,second,,,3
30,ch_test_8,5,2.967,1,unimodal,long discounted,,test,couch,long,discounted,absolute,first,,,3
30,tv_filler_1,4,3.859,1,bimodal,,questionable,filler,tv,,,,,,,5
30,tv_filler_2,3,8.841,1,bimodal,,questionable,filler,tv,,,,,,,5
30,tv_filler_3,5,2.536,1,bimodal,,acceptable,filler,tv,,,,,,,5
30,tv_filler_4,5,3.705,1,bimodal,,acceptable,filler,tv,,,,,,,5
30,tv_filler_5,5,1.883,1,bimodal,,acceptable,filler,tv,,,,,,,5
30,tv_filler_6,1,2.834,1,bimodal,,unacceptable,filler,tv,,,,,,,5
30,tv_filler_7,1,3.946,1,bimodal,,unacceptable,filler,tv,,,,,,,5
30,tv_filler_8,1,2.735,1,bimodal,,unacceptable,filler,tv,,,,,,,5
30,tv_filler_9,1,6.706,1,bimodal,,unacceptable,filler,tv,,,,,,,5
30,tv_filler_10,5,2.798,1,bimodal,,acceptable,filler,tv,,,,,,,5
30,ch_filler_1,5,3.139,1,unimodal,,questionable,filler,couch,,,,,,,3
30,ch_filler_2,5,2.615,1,unimodal,,acceptable,filler,couch,,,,,,,3
30,ch_filler_3,5,4.545,1,unimodal,,acceptable,filler,couch,,,,,,,3
30,ch_filler_4,5,2.568,1,unimodal,,questionable,filler,couch,,,,,,,3
30,ch_filler_5,5,3.877,1,unimodal,,questionable,filler,couch,,,,,,,3
30,ch_filler_6,5,3.011,1,unimodal,,acceptable,filler,couch,,,,,,,3
30,ch_filler_7,1,3.773,1,unimodal,,unacceptable,filler,couch,,,,,,,3
30,ch_filler_8,1,3.539,1,unimodal,,unacceptable,filler,couch,,,,,,,3
30,ch_filler_9,4,5.785,1,unimodal,,acceptable,filler,couch,,,,,,,3
